cve_periodo,cve_institucion,Concentracion,Monto_Acumulado,Participacion_Acumulada
201601,040012,Cliente 60,1.19143E+11,0.3507
201506,040072,Cliente 190,97067342214,0.575
201601,040021,Cliente 14,28164772621,0.2177
201607,040044,Cliente 20,26024754734,0.2948
201507,040002,Cliente 40,52320910810,0.2822
201602,040072,Cliente 16,42114369775,0.2235
201508,040072,Cliente 180,98230588959,0.5751
201605,040012,Cliente 200,1.9194E+11,0.5442
201510,040021,Cliente 11,23433830121,0.1915
201501,040044,Cliente 60,27877488337,0.4666
201604,040044,Cliente 19,24678133878,0.298
201510,040012,Cliente 160,1.59035E+11,0.4966
201505,040012,Cliente 90,1.25356E+11,0.4184
201604,040072,Cliente 140,99489320689,0.5407
201605,040072,Cliente 40,65413844963,0.3502
201505,040036,Cliente 130,1.45784E+11,0.9259
201602,040044,Cliente 190,59240499352,0.7244
201506,040044,Cliente 14,16096011873,0.251
201507,040021,Cliente 70,62850738727,0.5313
201504,040044,Cliente 80,33682648105,0.5391
201510,040002,Cliente 18,42762657429,0.2136
201512,040014,Cliente 30,62537328087,0.2484
201604,040014,Cliente 180,1.14748E+11,0.4733
201512,040021,Cliente 1000,1.19143E+11,0.9437
201604,040021,Cliente 30,46423318767,0.3539
201512,040021,Cliente 17,30983447211,0.2454
201506,040044,Cliente 40,25956843837,0.4048
201603,040021,Cliente 1000,1.22913E+11,0.9454
201608,040072,Cliente 19,41845654972,0.2216
201507,040036,Cliente 3,22068368958,0.1467
201511,040021,Cliente 11,23930843386,0.1948
201612,040012,Cliente 18,66274492566,0.1699
201611,040002,Cliente 7,25980241514,0.1058
201608,040014,Cliente 40,89819522201,0.3238
201608,040021,Cliente 170,96178298608,0.727
201505,040021,Cliente 300,97959494061,0.8335
201505,040021,Cliente 7,17909852097,0.1524
201501,040044,Cliente 80,31428532778,0.5261
201506,040036,Cliente 30,1.01086E+11,0.6651
201610,040021,Cliente 14,28295156346,0.2076
201609,040036,Cliente 120,1.59102E+11,0.9313
201601,040014,Cliente 300,1.41819E+11,0.5573
201503,040014,Cliente 8,24594445820,0.1119
201608,040014,Cliente 7,44874577503,0.1618
201507,040036,Cliente 60,1.21659E+11,0.8088
201506,040036,Cliente 17,78882146925,0.519
201606,040044,Cliente 14,21496304745,0.2496
201507,040021,Cliente 170,86754615771,0.7333
201609,040036,Cliente 170,1.63321E+11,0.956
201604,040072,Cliente 120,94809279465,0.5153
201504,040072,Cliente 400,1.12775E+11,0.6679
201512,040014,Cliente 1,8732712698,0.0347
201503,040044,Cliente 110,34498474216,0.5892
201604,040012,Cliente 130,1.60383E+11,0.4703
201504,040002,Cliente 150,92482792083,0.5154
201610,040012,Cliente 6,30790557537,0.0846
201509,040012,Cliente 5,29495466058,0.093
201505,040044,Cliente 16,16178948109,0.2602
201609,040021,Cliente 110,85050562518,0.6252
201601,040021,Cliente 18,33191753203,0.2566
201512,040002,Cliente 1,15526144934,0.0733
201503,040044,Cliente 15,13809178663,0.2359
201511,040036,Cliente 5,34695100486,0.2459
201501,040036,Cliente 13,59591290498,0.4223
201509,040012,Cliente 2,13762833022,0.0434
201503,040044,Cliente 13,12849097811,0.2195
201508,040002,Cliente 130,92036968795,0.4805
201602,040044,Cliente 130,52969473487,0.6477
201604,040014,Cliente 18,46624351603,0.1923
201612,040072,Cliente 60,87582983507,0.4224
201506,040002,Cliente 17,35233789773,0.1921
201510,040014,Cliente 60,73175658533,0.3077
201608,040021,Cliente 18,31567566643,0.2386
201508,040044,Cliente 140,44219980165,0.651
201601,040014,Cliente 5,32005615819,0.1258
201606,040002,Cliente 20,37114528923,0.1746
201506,040021,Cliente 170,87069781569,0.7352
201605,040014,Cliente 4,22058734566,0.0909
201505,040021,Cliente 130,79274200175,0.6745
201611,040014,Cliente 14,54681930513,0.1919
201509,040072,Cliente 19,38776933649,0.2255
201508,040012,Cliente 300,1.83389E+11,0.597
201512,040012,Cliente 60,1.08713E+11,0.3367
201504,040014,Cliente 1,9477310614,0.0409
201610,040014,Cliente 190,1.50614E+11,0.5252
201504,040014,Cliente 190,1.14994E+11,0.4966
201510,040036,Cliente 400,1.40568E+11,0.9864
201508,040044,Cliente 15,17511730861,0.2578
201609,040002,Cliente 400,1.51513E+11,0.6619
201509,040002,Cliente 16,44223399320,0.2214
201605,040002,Cliente 90,83570151569,0.4063
201612,040014,Cliente 7,33014248101,0.1198
201503,040014,Cliente 30,47644740308,0.2169
201504,040012,Cliente 4,26617266326,0.09
201509,040014,Cliente 13,41940510237,0.1738
201612,040012,Cliente 19,68474340467,0.1755
201605,040014,Cliente 10,35345607980,0.1456
201612,040036,Cliente 11,81773967535,0.4613
201506,040002,Cliente 70,69197451102,0.3773
201503,040036,Cliente 20,82185743004,0.5548
201505,040012,Cliente 120,1.39683E+11,0.4662
201612,040002,Cliente 30,57267620909,0.2349
201610,040036,Cliente 12,77943886393,0.4632
201604,040044,Cliente 50,36592281104,0.4419
201511,040021,Cliente 13,26560280251,0.2162
201503,040014,Cliente 20,38891157581,0.177
201512,040044,Cliente 190,56445385055,0.7244
201501,040072,Cliente 40,52376280779,0.3051
201605,040002,Cliente 9,23945378463,0.1164
201508,040012,Cliente 12,47785667380,0.1556
201507,040014,Cliente 16,44041790546,0.1918
201605,040012,Cliente 10,50604561920,0.1435
201604,040014,Cliente 40,64789415700,0.2672
201612,040021,Cliente 100,86058093265,0.616
201510,040072,Cliente 17,36176544005,0.2088
201506,040002,Cliente 110,83091890093,0.453
201607,040002,Cliente 8,25884998978,0.1159
201604,040036,Cliente 80,1.35808E+11,0.8706
201612,040012,Cliente 100,1.61753E+11,0.4146
201503,040072,Cliente 130,86872716121,0.5116
201606,040072,Cliente 70,83848359021,0.4442
201506,040002,Cliente 60,64726337887,0.3529
201609,040036,Cliente 5,43667921810,0.2556
201608,040014,Cliente 17,65547879077,0.2363
201508,040044,Cliente 3,6871305707,0.1012
201503,040072,Cliente 180,95141789753,0.5603
201512,040072,Cliente 2,8737353389,0.048
201503,040014,Cliente 500,1.35319E+11,0.6159
201507,040044,Cliente 2,4769220459,0.0727
201607,040021,Cliente 7,16889815232,0.1271
201505,040021,Cliente 9,20921779250,0.178
201505,040014,Cliente 170,1.12342E+11,0.4812
201511,040036,Cliente 13,65796111991,0.4663
201508,040036,Cliente 2,15962108432,0.1044
201608,040044,Cliente 14,23402318773,0.2549
201611,040002,Cliente 11,34373522263,0.1399
201610,040012,Cliente 150,1.71702E+11,0.472
201602,040002,Cliente 170,1.14752E+11,0.5393
201604,040044,Cliente 160,56097242684,0.6775
201605,040002,Cliente 300,1.2592E+11,0.6123
201510,040044,Cliente 140,49839329418,0.6658
201607,040002,Cliente 170,1.17435E+11,0.5259
201604,040012,Cliente 400,2.19719E+11,0.6443
201604,040014,Cliente 130,1.04009E+11,0.429
201611,040072,Cliente 40,68686488114,0.3427
201610,040044,Cliente 14,23461213032,0.2521
201504,040021,Cliente 100,71500046562,0.6093
201605,040021,Cliente 150,96619236650,0.7091
201504,040002,Cliente 90,76960948296,0.4289
201612,040012,Cliente 2,12304928631,0.0315
201502,040012,Cliente 1000,2.18168E+11,0.7723
201607,040072,Cliente 8,24189179107,0.1252
201602,040036,Cliente 50,1.28697E+11,0.8002
201512,040012,Cliente 90,1.29123E+11,0.3999
201509,040072,Cliente 11,28593934579,0.1663
201602,040072,Cliente 6,20775100847,0.1103
201601,040014,Cliente 11,44216273692,0.1737
201504,040014,Cliente 7,32202415792,0.1391
201609,040002,Cliente 120,1.06245E+11,0.4642
201510,040044,Cliente 120,47524409690,0.6349
201606,040072,Cliente 9,26507468219,0.1404
201603,040012,Cliente 300,2.0742E+11,0.6074
201604,040021,Cliente 100,80762873396,0.6156
201601,040014,Cliente 1,8907191676,0.035
201612,040014,Cliente 12,44241372498,0.1606
201603,040044,Cliente 8,16551622322,0.2061
201608,040044,Cliente 18,26355394993,0.287
201612,040002,Cliente 14,36474786214,0.1496
201610,040002,Cliente 500,1.60335E+11,0.6914
201601,040014,Cliente 14,48528733939,0.1907
201601,040021,Cliente 2,6607140633,0.0511
201503,040012,Cliente 13,49079503572,0.1695
201608,040002,Cliente 50,69934041665,0.313
201609,040036,Cliente 8,62525797746,0.366
201509,040044,Cliente 4,11544912506,0.1532
201511,040021,Cliente 100,75775920447,0.6167
201606,040021,Cliente 200,1.04012E+11,0.7684
201506,040014,Cliente 10,36959422818,0.1593
201601,040002,Cliente 50,76429900473,0.3527
201605,040044,Cliente 160,57156231338,0.6779
201501,040044,Cliente 14,14118588407,0.2363
201507,040044,Cliente 400,56819169322,0.8659
201504,040002,Cliente 40,55439595128,0.309
201611,040012,Cliente 500,2.62214E+11,0.6742
201602,040021,Cliente 9,21998928019,0.1694
201606,040014,Cliente 110,1.05946E+11,0.4137
201505,040036,Cliente 110,1.42821E+11,0.9071
201505,040021,Cliente 14,27384395748,0.233
201506,040044,Cliente 19,18653104700,0.2909
201606,040021,Cliente 30,46632389475,0.3445
201601,040002,Cliente 180,1.1986E+11,0.5531
201505,040021,Cliente 18,31829027269,0.2708
201607,040014,Cliente 140,1.26562E+11,0.47
201503,040012,Cliente 1000,2.2399E+11,0.7737
201601,040036,Cliente 110,1.47615E+11,0.9183
201608,040036,Cliente 9,58842812246,0.3741
201503,040072,Cliente 16,31691389158,0.1866
201509,040021,Cliente 18,31843982345,0.2635
201506,040044,Cliente 13,15520774277,0.242
201612,040002,Cliente 160,1.24912E+11,0.5124
201505,040012,Cliente 170,1.56629E+11,0.5228
201602,040044,Cliente 60,40472752315,0.4949
201602,040036,Cliente 13,71472933352,0.4444
201601,040014,Cliente 180,1.25013E+11,0.4912
201604,040014,Cliente 17,45644012402,0.1883
201601,040036,Cliente 400,1.58978E+11,0.9889
201508,040014,Cliente 8,32617159982,0.1431
201501,040014,Cliente 20,42584220871,0.1936
201602,040014,Cliente 140,1.17534E+11,0.4649
201512,040072,Cliente 20,45095753130,0.2478
201502,040012,Cliente 10,41069649517,0.1454
201608,040021,Cliente 40,51297331289,0.3877
201505,040012,Cliente 6,34195568018,0.1141
201509,040044,Cliente 300,61225039292,0.8126
201608,040002,Cliente 500,1.55225E+11,0.6948
201606,040002,Cliente 18,34837387258,0.1639
201611,040044,Cliente 170,67185210591,0.6954
201601,040036,Cliente 1,9108234647,0.0567
201602,040044,Cliente 40,35007911646,0.4281
201610,040002,Cliente 180,1.23521E+11,0.5326
201601,040044,Cliente 300,67781445589,0.8187
201511,040014,Cliente 3,19247726676,0.0791
201601,040072,Cliente 13,35681699797,0.1929
201601,040044,Cliente 130,54256293144,0.6553
201505,040072,Cliente 18,35167797029,0.2066
201508,040036,Cliente 40,1.11282E+11,0.7281
201612,040021,Cliente 13,28057187272,0.2008
201605,040036,Cliente 180,1.51131E+11,0.9531
201505,040036,Cliente 12,64936650099,0.4124
201608,040012,Cliente 160,1.82736E+11,0.4982
201607,040036,Cliente 200,1.50796E+11,0.9613
201502,040036,Cliente 40,99864608242,0.7168
201611,040002,Cliente 30,61280055962,0.2495
201610,040002,Cliente 10,28619820951,0.1234
201606,040036,Cliente 3,25274931438,0.1582
201606,040036,Cliente 1,9243014366,0.0579
201510,040014,Cliente 300,1.27787E+11,0.5373
201612,040002,Cliente 400,1.61016E+11,0.6605
201502,040044,Cliente 180,42105067393,0.7015
201508,040036,Cliente 120,1.40133E+11,0.9169
201609,040021,Cliente 190,1.01644E+11,0.7472
201601,040014,Cliente 4,27266754878,0.1071
201610,040021,Cliente 12,25391303028,0.1863
201501,040014,Cliente 8,27176332322,0.1236
201502,040036,Cliente 10,48839295137,0.3506
201603,040021,Cliente 110,83151351181,0.6396
201603,040002,Cliente 16,31993844970,0.1606
201504,040044,Cliente 200,45908712899,0.7347
201509,040036,Cliente 4,29194024740,0.1984
201607,040021,Cliente 100,80545475174,0.606
201502,040044,Cliente 6,8561684096,0.1427
201506,040014,Cliente 13,40994550216,0.1767
201509,040044,Cliente 170,52966476835,0.703
201606,040014,Cliente 50,76931288203,0.3004
201503,040002,Cliente 70,71383492248,0.3934
201502,040044,Cliente 3,4774493962,0.0796
201601,040002,Cliente 14,44875648538,0.2071
201611,040036,Cliente 8,66786073504,0.3601
201502,040044,Cliente 9,10997363807,0.1832
201602,040014,Cliente 9,42524275533,0.1682
201512,040014,Cliente 400,1.49912E+11,0.5955
201612,040021,Cliente 190,1.05644E+11,0.7562
201609,040044,Cliente 80,50273945332,0.5444
201504,040044,Cliente 1,3201316951,0.0512
201507,040021,Cliente 6,16355077357,0.1382
201603,040012,Cliente 17,66085815561,0.1935
201507,040036,Cliente 10,56372662851,0.3748
201602,040036,Cliente 1000,1.60204E+11,0.9962
201602,040012,Cliente 140,1.6666E+11,0.4887
201611,040072,Cliente 8,22750311930,0.1135
201506,040044,Cliente 160,43457711433,0.6777
201612,040072,Cliente 13,32852226332,0.1584
201607,040002,Cliente 100,97429473946,0.4363
201511,040036,Cliente 30,94780972979,0.6718
201604,040044,Cliente 70,41929324217,0.5064
201505,040012,Cliente 16,59825025982,0.1997
201502,040036,Cliente 160,1.30289E+11,0.9352
201507,040072,Cliente 14,32442543737,0.1892
201601,040021,Cliente 300,1.07741E+11,0.8328
201611,040072,Cliente 13,32192014816,0.1606
201502,040021,Cliente 30,46454864836,0.3721
201606,040002,Cliente 160,1.0622E+11,0.4996
201512,040012,Cliente 180,1.6531E+11,0.512
201509,040012,Cliente 13,54204552572,0.1709
201611,040014,Cliente 200,1.48006E+11,0.5195
201602,040036,Cliente 17,84664731590,0.5264
201605,040072,Cliente 17,41712331266,0.2233
201509,040044,Cliente 8,16589477895,0.2202
201507,040012,Cliente 4,22057988188,0.0737
201606,040021,Cliente 160,97664935231,0.7215
201508,040002,Cliente 300,1.19243E+11,0.6225
201502,040021,Cliente 300,1.04657E+11,0.8384
201611,040044,Cliente 80,50946802684,0.5273
201510,040021,Cliente 190,92209784187,0.7534
201510,040002,Cliente 15,39383248145,0.1967
201608,040021,Cliente 12,24031750364,0.1816
201505,040021,Cliente 500,1.05212E+11,0.8953
201609,040021,Cliente 12,25382238208,0.1866
201610,040021,Cliente 150,95812312283,0.7028
201507,040014,Cliente 90,87391763303,0.3806
201604,040044,Cliente 200,59918770136,0.7236
201601,040012,Cliente 11,51997946839,0.1531
201612,040021,Cliente 180,1.04131E+11,0.7454
201506,040002,Cliente 7,23100804220,0.126
201610,040014,Cliente 19,70156545133,0.2446
201509,040002,Cliente 150,1.04404E+11,0.5226
201503,040021,Cliente 8,19123068159,0.1632
201607,040012,Cliente 300,2.21399E+11,0.6016
201609,040036,Cliente 1000,1.69881E+11,0.9944
201608,040044,Cliente 140,60094149826,0.6545
201506,040014,Cliente 14,42219550216,0.182
201509,040036,Cliente 2,16108630206,0.1095
201503,040014,Cliente 11,28680021606,0.1305
201501,040002,Cliente 1,2998574194,0.0173
201509,040021,Cliente 150,85599139748,0.7082
201502,040036,Cliente 2,13040380418,0.0936
201609,040021,Cliente 120,87854480110,0.6459
201612,040021,Cliente 4,11982376982,0.0858
201512,040014,Cliente 40,70202508973,0.2789
201610,040036,Cliente 30,1.16905E+11,0.6948
201511,040021,Cliente 18,32747490843,0.2665
201501,040072,Cliente 1000,1.28999E+11,0.7516
201512,040036,Cliente 140,1.41628E+11,0.9352
201508,040012,Cliente 50,97143245149,0.3162
201511,040036,Cliente 40,1.03401E+11,0.7329
201609,040012,Cliente 200,2.0003E+11,0.5366
201604,040012,Cliente 8,42287311391,0.124
201506,040036,Cliente 40,1.10587E+11,0.7276
201608,040012,Cliente 20,74142024017,0.2021
201612,040072,Cliente 15,36520219902,0.1761
201604,040021,Cliente 180,98023313499,0.7472
201508,040012,Cliente 3,17693828885,0.0576
201507,040036,Cliente 14,69849858661,0.4644
201610,040014,Cliente 100,1.26754E+11,0.442
201511,040014,Cliente 150,1.09331E+11,0.4492
201607,040002,Cliente 18,42695772734,0.1912
201607,040036,Cliente 80,1.37582E+11,0.8771
201510,040012,Cliente 130,1.48512E+11,0.4637
201603,040002,Cliente 14,29477944876,0.148
201603,040044,Cliente 400,68791655594,0.8567
201611,040072,Cliente 170,1.17096E+11,0.5842
201601,040014,Cliente 60,85612896175,0.3364
201608,040021,Cliente 500,1.18681E+11,0.897
201511,040021,Cliente 160,88311050334,0.7187
201502,040036,Cliente 12,55279656299,0.3968
201602,040021,Cliente 120,85652054539,0.6594
201503,040002,Cliente 100,82163837808,0.4528
201611,040072,Cliente 190,1.2054E+11,0.6014
201506,040072,Cliente 13,29381551279,0.174
201510,040036,Cliente 200,1.3624E+11,0.956
201603,040072,Cliente 8,25005566770,0.1341
201510,040044,Cliente 150,50871992662,0.6796
201604,040002,Cliente 14,30321025496,0.153
201611,040021,Cliente 14,29394903737,0.2103
201511,040072,Cliente 11,28100267307,0.16
201601,040044,Cliente 140,55468753376,0.67
201612,040036,Cliente 180,1.70883E+11,0.964
201602,040014,Cliente 10,44467369367,0.1759
201509,040044,Cliente 60,37390025913,0.4963
201501,040014,Cliente 150,1.01469E+11,0.4613
201604,040072,Cliente 13,34686676871,0.1885
201605,040014,Cliente 190,1.15699E+11,0.4766
201602,040036,Cliente 180,1.53983E+11,0.9575
201506,040014,Cliente 7,32524035837,0.1402
201504,040012,Cliente 150,1.50338E+11,0.5084
201605,040036,Cliente 14,77666515901,0.4898
201504,040002,Cliente 3,14750355350,0.0822
201506,040044,Cliente 17,17701755804,0.276
201501,040036,Cliente 400,1.38837E+11,0.9839
201608,040014,Cliente 400,1.72682E+11,0.6226
201607,040036,Cliente 4,32679027824,0.2083
201511,040012,Cliente 10,42843171883,0.1337
201611,040014,Cliente 8,40187846704,0.1411
201507,040072,Cliente 17,36069120935,0.2103
201505,040021,Cliente 6,16383284089,0.1394
201612,040012,Cliente 200,2.06083E+11,0.5283
201610,040072,Cliente 130,1.03973E+11,0.5378
201510,040014,Cliente 19,44010052974,0.185
201608,040002,Cliente 17,39383659029,0.1763
201607,040012,Cliente 90,1.50808E+11,0.4098
201607,040021,Cliente 50,58212325925,0.438
201612,040021,Cliente 90,82554006762,0.5909
201506,040012,Cliente 7,32029851030,0.1091
201608,040021,Cliente 1000,1.24903E+11,0.9441
201504,040014,Cliente 5,28229398072,0.1219
201512,040012,Cliente 4,23320295123,0.0722
201607,040036,Cliente 5,38677647655,0.2466
201606,040012,Cliente 30,92256638133,0.2559
201609,040072,Cliente 170,1.11064E+11,0.579
201506,040036,Cliente 6,38758634920,0.255
201605,040021,Cliente 8,19808895456,0.1454
201503,040012,Cliente 50,94935194744,0.3279
201511,040021,Cliente 3,9360790882,0.0762
201503,040044,Cliente 12,12348864478,0.2109
201505,040072,Cliente 3,9585201430,0.0563
201606,040002,Cliente 120,95401664231,0.4487
201602,040002,Cliente 40,67696826308,0.3182
201508,040012,Cliente 150,1.50108E+11,0.4886
201512,040012,Cliente 120,1.43846E+11,0.4455
201611,040021,Cliente 1000,1.31815E+11,0.9431
201502,040072,Cliente 70,68426988073,0.4022
201502,040021,Cliente 180,94100293327,0.7538
201502,040021,Cliente 1,5474459521,0.0439
201510,040072,Cliente 110,86193837524,0.4976
201608,040002,Cliente 80,87792666911,0.393
201612,040014,Cliente 90,1.08274E+11,0.393
201603,040014,Cliente 130,1.04243E+11,0.4332
201607,040014,Cliente 30,72331360212,0.2686
201506,040021,Cliente 190,89602818963,0.7566
201605,040072,Cliente 9,27262222048,0.1459
201605,040012,Cliente 300,2.13735E+11,0.606
201609,040012,Cliente 6,33962198215,0.0911
201605,040021,Cliente 140,94505747357,0.6936
201503,040002,Cliente 12,32939933443,0.1815
